LAT;;;;;55.4297;55.4297;55.4297;55.4297
LON;;;;;13.8204;13.8204;13.8204;13.8204
ASL;;;;;8.00000;8.00000;8.00000;8.00000
CITY;;;;;Ystad;Ystad;Ystad;Ystad
DOMAIN;;;;;NEMS4;NEMS4;NEMS4;NEMS4
LEVEL;;;;;2 m above gnd;sfc;10 m above gnd;10 m above gnd
NAME;;;;;Temperature;Total Precipitation;Wind Speed;Wind Direction
UNIT;;;;;°C;mm;km/h;°
AGGREGATION;;;;;;;;
UTC_OFFSET;;;;;2;2;2;2

Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Total Precipitation  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd]
2018;04;09;00;00;3.13;0.00;6.92;98.97
2018;04;09;01;00;4.53;0.00;7.24;84.29
2018;04;09;02;00;5.76;0.00;7.34;78.69
2018;04;09;03;00;6.93;0.00;6.73;74.48
2018;04;09;04;00;7.71;0.00;5.96;64.98
2018;04;09;05;00;7.72;0.00;6.12;61.93
2018;04;09;06;00;7.52;0.00;5.32;61.70
2018;04;09;07;00;7.91;0.00;4.07;45.00
2018;04;09;08;00;9.48;0.00;1.80;360.00
2018;04;09;09;00;11.88;0.00;2.19;260.54
2018;04;09;10;00;14.25;0.00;5.19;236.31
2018;04;09;11;00;14.76;0.00;8.71;231.71
2018;04;09;12;00;14.56;0.00;12.23;227.39
2018;04;09;13;00;14.09;0.00;14.51;226.01
2018;04;09;14;00;14.99;0.00;14.02;228.12
2018;04;09;15;00;15.01;0.00;14.00;226.04
2018;04;09;16;00;14.24;0.00;12.82;218.16
2018;04;09;17;00;12.32;0.00;11.98;212.74
2018;04;09;18;00;10.75;0.00;10.50;210.96
2018;04;09;19;00;8.97;0.00;9.51;209.48
2018;04;09;20;00;6.88;0.00;8.15;225.00
2018;04;09;21;00;6.12;0.00;6.29;246.37
2018;04;09;22;00;6.66;0.00;5.09;278.13
2018;04;09;23;00;8.60;0.00;5.00;300.26
2018;04;10;00;00;9.57;0.00;5.86;317.49
2018;04;10;01;00;9.04;0.00;7.70;349.22
2018;04;10;02;00;8.52;0.00;8.37;25.46
