LAT;;;;;57.7072;57.7072;57.7072;57.7072
LON;;;;;11.9668;11.9668;11.9668;11.9668
ASL;;;;;10.0000;10.0000;10.0000;10.0000
CITY;;;;;Gothenburg;Gothenburg;Gothenburg;Gothenburg
DOMAIN;;;;;NEMS4;NEMS4;NEMS4;NEMS4
LEVEL;;;;;2 m above gnd;sfc;10 m above gnd;10 m above gnd
NAME;;;;;Temperature;Total Precipitation;Wind Speed;Wind Direction
UNIT;;;;;°C;mm;km/h;°
AGGREGATION;;;;;;;;
UTC_OFFSET;;;;;2;2;2;2

Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Total Precipitation  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd]
2018;04;09;00;00;9.88;0.00;11.25;172.65
2018;04;09;01;00;9.22;0.00;10.50;174.09
2018;04;09;02;00;8.36;0.00;9.75;175.76
2018;04;09;03;00;7.64;0.00;9.00;180.00
2018;04;09;04;00;7.12;0.00;7.57;182.73
2018;04;09;05;00;6.97;0.00;5.45;172.41
2018;04;09;06;00;6.87;0.00;4.33;175.24
2018;04;09;07;00;6.45;0.00;4.68;180.00
2018;04;09;08;00;7.19;0.00;6.13;183.37
2018;04;09;09;00;8.35;0.00;6.49;213.69
2018;04;09;10;00;8.01;0.00;6.88;227.12
2018;04;09;11;00;10.42;0.00;5.35;222.27
2018;04;09;12;00;10.67;0.00;10.83;254.58
2018;04;09;13;00;10.19;0.00;12.96;270.00
2018;04;09;14;00;11.32;0.00;12.52;288.43
2018;04;09;15;00;11.79;0.00;14.57;309.99
2018;04;09;16;00;10.59;0.00;16.81;313.26
2018;04;09;17;00;9.73;0.00;15.35;320.71
2018;04;09;18;00;9.12;0.00;13.83;321.34
2018;04;09;19;00;8.18;0.00;12.68;325.41
2018;04;09;20;00;6.81;0.00;11.68;326.31
2018;04;09;21;00;5.78;0.00;10.95;332.59
2018;04;09;22;00;5.51;0.00;10.14;343.50
2018;04;09;23;00;5.57;0.00;9.00;360.00
2018;04;10;00;00;6.00;0.00;10.83;21.45
2018;04;10;01;00;6.16;0.00;14.11;37.75
2018;04;10;02;00;5.49;0.00;18.34;43.41
2018;04;10;03;00;4.94;0.00;20.39;47.86
2018;04;10;04;00;4.71;0.00;21.76;51.04
