LAT;;;;;57.2719;57.2719;57.2719;57.2719
LON;;;;;9.69800;9.69800;9.69800;9.69800
ASL;;;;;36.0000;36.0000;36.0000;36.0000
CITY;;;;;Saltum;Saltum;Saltum;Saltum
DOMAIN;;;;;NEMS4;NEMS4;NEMS4;NEMS4
LEVEL;;;;;2 m above gnd;sfc;10 m above gnd;10 m above gnd
NAME;;;;;Temperature;Total Precipitation;Wind Speed;Wind Direction
UNIT;;;;;°C;mm;km/h;°
AGGREGATION;;;;;;;;
UTC_OFFSET;;;;;2;2;2;2

Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Total Precipitation  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd]
2018;04;09;00;00;8.87;0.00;7.52;286.70
2018;04;09;01;00;8.38;0.00;2.31;321.34
2018;04;09;02;00;8.01;0.00;4.33;311.63
2018;04;09;03;00;6.64;0.00;9.22;308.66
2018;04;09;04;00;5.83;0.00;9.96;310.60
2018;04;09;05;00;5.56;0.00;6.49;303.69
2018;04;09;06;00;5.61;0.00;3.62;275.71
2018;04;09;07;00;5.38;0.00;7.57;267.27
2018;04;09;08;00;5.59;0.00;7.24;275.71
2018;04;09;09;00;5.72;0.00;11.54;266.42
2018;04;09;10;00;4.98;0.00;12.61;271.64
2018;04;09;11;00;4.96;0.00;16.26;275.08
2018;04;09;12;00;4.99;0.00;15.33;279.46
2018;04;09;13;00;4.96;0.00;17.46;284.32
2018;04;09;14;00;7.17;0.00;18.00;306.87
2018;04;09;15;00;6.55;0.00;17.57;314.17
2018;04;09;16;00;6.14;0.00;15.82;318.69
2018;04;09;17;00;5.82;0.00;14.48;325.12
2018;04;09;18;00;5.12;0.00;13.36;332.74
2018;04;09;19;00;4.34;0.00;12.22;346.37
2018;04;09;20;00;3.16;0.00;11.17;358.15
2018;04;09;21;00;2.62;0.00;11.25;7.35
2018;04;09;22;00;2.72;0.00;11.97;21.16
2018;04;09;23;00;2.80;0.00;12.48;33.23
2018;04;10;00;00;2.82;0.00;13.00;41.63
2018;04;10;01;00;2.76;0.00;13.18;34.99
2018;04;10;02;00;2.47;0.00;18.22;29.60
2018;04;10;03;00;2.68;0.00;19.47;33.69
2018;04;10;04;00;4.28;0.00;22.55;51.48
2018;04;10;05;00;3.06;0.00;26.71;52.67
2018;04;10;06;00;2.45;0.00;28.95;51.56
2018;04;10;07;00;2.18;0.00;30.06;55.74
2018;04;10;08;00;2.91;0.00;30.38;58.57
2018;04;10;09;00;3.82;0.00;31.93;60.26
2018;04;10;10;00;5.15;0.00;31.24;62.55
2018;04;10;11;00;6.32;0.00;32.21;62.00
2018;04;10;12;00;7.55;0.00;32.84;64.00
2018;04;10;13;00;8.87;0.00;32.83;68.78
2018;04;10;14;00;7.86;0.00;32.14;74.41
2018;04;10;15;00;9.52;0.00;31.10;73.87
2018;04;10;16;00;10.21;0.00;31.14;79.34
2018;04;10;17;00;10.70;0.00;29.95;76.80
2018;04;10;18;00;11.06;0.00;31.36;77.40
2018;04;10;19;00;10.56;0.00;29.18;74.25
2018;04;10;20;00;9.17;0.00;24.02;70.75
2018;04;10;21;00;7.67;0.00;23.75;75.96
2018;04;10;22;00;6.93;0.00;25.29;85.10
2018;04;10;23;00;6.34;0.00;27.40;93.01
2018;04;11;00;00;5.32;0.00;26.37;94.70
2018;04;11;01;00;4.50;0.00;27.37;91.51
2018;04;11;02;00;3.83;0.00;27.00;90.76
2018;04;11;03;00;3.16;0.00;25.57;88.39
2018;04;11;04;00;2.57;0.00;25.36;83.48
2018;04;11;05;00;1.87;0.00;24.80;76.57
2018;04;11;06;00;2.42;0.00;26.11;74.81
2018;04;11;07;00;1.90;0.00;25.96;73.07
2018;04;11;08;00;3.36;0.00;28.99;75.62
2018;04;11;09;00;4.96;0.00;30.50;78.42
2018;04;11;10;00;5.44;0.00;31.07;79.99
2018;04;11;11;00;6.06;0.00;29.53;80.88
2018;04;11;12;00;8.45;0.00;30.06;83.81
2018;04;11;13;00;9.61;0.00;30.45;83.21
2018;04;11;14;00;10.10;0.00;29.24;80.07
2018;04;11;15;00;10.94;0.00;28.88;79.95
2018;04;11;16;00;11.45;0.00;28.04;77.39
2018;04;11;17;00;11.62;0.00;28.14;73.65
2018;04;11;18;00;11.53;0.00;27.01;68.91
2018;04;11;19;00;10.73;0.00;23.99;64.20
2018;04;11;20;00;8.66;0.00;21.58;62.15
2018;04;11;21;00;6.27;0.00;20.47;66.14
2018;04;11;22;00;5.14;0.00;20.38;72.53
2018;04;11;23;00;4.29;0.00;19.06;79.11
2018;04;12;00;00;3.41;0.00;19.49;85.76
2018;04;12;01;00;2.64;0.00;19.11;86.76
2018;04;12;02;00;1.84;0.00;20.06;80.71
2018;04;12;03;00;1.30;0.00;21.66;74.58
2018;04;12;04;00;0.87;0.00;23.73;67.71
2018;04;12;05;00;0.61;0.00;26.28;66.60
2018;04;12;06;00;0.44;0.00;26.08;69.81
2018;04;12;07;00;0.97;0.00;26.88;69.62
2018;04;12;08;00;3.26;0.00;28.59;73.16
2018;04;12;09;00;5.44;0.00;29.34;75.79
2018;04;12;10;00;7.27;0.00;30.93;77.91
2018;04;12;11;00;8.89;0.00;32.43;81.06
2018;04;12;12;00;10.40;0.00;33.15;81.25
2018;04;12;13;00;11.69;0.00;34.16;82.13
2018;04;12;14;00;12.30;0.00;34.43;83.40
2018;04;12;15;00;13.16;0.00;34.35;84.59
2018;04;12;16;00;13.61;0.00;34.63;86.42
2018;04;12;17;00;13.79;0.00;33.22;85.65
2018;04;12;18;00;13.90;0.00;30.85;78.56
2018;04;12;19;00;13.22;0.00;27.53;78.69
2018;04;12;20;00;11.76;0.00;25.51;81.07
2018;04;12;21;00;10.31;0.00;26.04;84.45
