LAT;;;;;57.4253;57.4253;57.4253;57.4253
LON;;;;;12.0290;12.0290;12.0290;12.0290
ASL;;;;;34.0000;34.0000;34.0000;34.0000
CITY;;;;;Onsala;Onsala;Onsala;Onsala
DOMAIN;;;;;NEMS4;NEMS4;NEMS4;NEMS4
LEVEL;;;;;2 m above gnd;sfc;10 m above gnd;10 m above gnd
NAME;;;;;Temperature;Total Precipitation;Wind Speed;Wind Direction
UNIT;;;;;°C;mm;km/h;°
AGGREGATION;;;;;;;;
UTC_OFFSET;;;;;2;2;2;2

Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Total Precipitation  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd]
2018;04;09;00;00;7.49;0.00;13.00;175.24
2018;04;09;01;00;7.02;0.00;13.32;178.45
2018;04;09;02;00;6.74;0.00;13.32;180.00
2018;04;09;03;00;6.41;0.00;12.25;178.32
2018;04;09;04;00;6.24;0.00;10.44;180.00
2018;04;09;05;00;5.84;0.00;9.01;177.71
2018;04;09;06;00;5.52;0.00;6.48;180.00
2018;04;09;07;00;5.30;0.00;5.15;192.09
2018;04;09;08;00;6.54;0.00;5.76;180.00
2018;04;09;09;00;7.82;0.00;6.15;200.56
2018;04;09;10;00;9.05;0.00;5.50;211.61
2018;04;09;11;00;11.08;0.00;5.50;211.61
2018;04;09;12;00;12.55;0.00;8.29;235.62
2018;04;09;13;00;12.22;0.00;11.57;264.64
2018;04;09;14;00;12.41;0.00;12.24;298.07
2018;04;09;15;00;12.13;0.00;14.76;315.00
2018;04;09;16;00;10.65;0.00;18.34;313.41
2018;04;09;17;00;9.22;0.00;17.50;323.37
2018;04;09;18;00;9.29;0.00;15.19;323.67
2018;04;09;19;00;8.23;0.00;13.18;325.01
2018;04;09;20;00;6.45;0.00;11.98;327.26
2018;04;09;21;00;5.25;0.00;11.59;334.23
2018;04;09;22;00;4.82;0.00;10.48;344.05
2018;04;09;23;00;4.49;0.00;9.42;353.42
2018;04;10;00;00;4.59;0.00;9.39;4.40
2018;04;10;01;00;5.72;0.00;10.50;22.17
2018;04;10;02;00;6.13;0.00;14.48;34.88
2018;04;10;03;00;5.65;0.00;17.34;41.63
2018;04;10;04;00;5.92;0.00;19.35;46.51
2018;04;10;05;00;6.02;0.00;22.07;56.31
2018;04;10;06;00;5.08;0.00;22.78;58.57
2018;04;10;07;00;4.63;0.00;24.51;60.05
2018;04;10;08;00;4.75;0.00;25.60;62.35
2018;04;10;09;00;5.57;0.00;26.24;63.08
2018;04;10;10;00;7.24;0.00;26.90;65.49
2018;04;10;11;00;8.80;0.00;26.67;68.63
2018;04;10;12;00;10.10;0.00;27.10;70.60
2018;04;10;13;00;11.24;0.00;26.90;74.48
2018;04;10;14;00;11.18;0.00;27.82;79.56
2018;04;10;15;00;11.72;0.00;26.99;80.79
2018;04;10;16;00;11.99;0.00;25.57;80.27
2018;04;10;17;00;12.08;0.00;26.12;82.87
2018;04;10;18;00;11.62;0.00;26.80;83.83
2018;04;10;19;00;10.34;0.00;27.87;84.07
2018;04;10;20;00;9.05;0.00;27.95;82.60
2018;04;10;21;00;7.84;0.00;27.70;81.03
2018;04;10;22;00;6.59;0.00;28.16;85.60
2018;04;10;23;00;5.65;0.00;26.34;86.08
2018;04;11;00;00;4.69;0.00;25.01;83.39
2018;04;11;01;00;3.75;0.00;23.62;82.12
2018;04;11;02;00;2.39;0.00;21.90;80.54
2018;04;11;03;00;1.89;0.00;21.67;78.50
2018;04;11;04;00;1.51;0.00;21.41;73.39
2018;04;11;05;00;1.34;0.00;21.63;71.57
2018;04;11;06;00;1.28;0.00;21.29;71.26
2018;04;11;07;00;1.64;0.00;22.09;70.97
2018;04;11;08;00;3.14;0.00;23.24;73.81
2018;04;11;09;00;4.99;0.00;23.31;76.61
2018;04;11;10;00;6.82;0.00;24.03;81.38
2018;04;11;11;00;8.74;0.00;24.34;82.35
2018;04;11;12;00;10.35;0.00;24.88;86.68
2018;04;11;13;00;11.42;0.00;25.58;87.58
2018;04;11;14;00;12.24;0.00;23.93;83.09
2018;04;11;15;00;12.87;0.00;23.68;81.25
2018;04;11;16;00;13.16;0.00;23.02;80.10
