"","LAT","LON","ASL","CITY","DOMAIN","LEVEL","NAME","UNIT","AGGREGATION","UTC_OFFSET","Year","Month","Day","Hour","Minute","Temperature...2.m.above.gnd.","Total.Precipitation...sfc.","Wind.Speed...10.m.above.gnd.","Wind.Direction...10.m.above.gnd."
"1","56.5121","13.0437","17.0000","Laholm","NEMS4","2 m above gnd","Temperature","°C","","2",2018,4,14,11,0,17.19,0,25.96,93.18
