"","LAT","LON","ASL","CITY","DOMAIN","LEVEL","NAME","UNIT","AGGREGATION","UTC_OFFSET","Year","Month","Day","Hour","Minute","Temperature...2.m.above.gnd.","Total.Precipitation...sfc.","Wind.Speed...10.m.above.gnd.","Wind.Direction...10.m.above.gnd."
"1","55.7058","13.1932","51.0000","Lund","NEMS4","2 m above gnd","Temperature","°C","","2",2018,4,14,11,0,12.21,0,21.53,110.56
