"","LAT","LON","ASL","CITY","DOMAIN","LEVEL","NAME","UNIT","AGGREGATION","UTC_OFFSET","Year","Month","Day","Hour","Minute","Temperature...2.m.above.gnd.","Total.Precipitation...sfc.","Wind.Speed...10.m.above.gnd.","Wind.Direction...10.m.above.gnd."
"1","57.4407","10.5366","8.00000","Frederikshavn","NEMS4","2 m above gnd","Temperature","°C","","2",2018,4,14,11,0,7.09,1.9,15.07,49.84
