"","LAT","LON","ASL","CITY","DOMAIN","LEVEL","NAME","UNIT","AGGREGATION","UTC_OFFSET","Year","Month","Day","Hour","Minute","Temperature...2.m.above.gnd.","Total.Precipitation...sfc.","Wind.Speed...10.m.above.gnd.","Wind.Direction...10.m.above.gnd."
"1","57.5073","12.6946","65.0000","Kinna","NEMS4","2 m above gnd","Temperature","°C","","2",2018,4,14,11,0,15.31,0,17.7,94.67
