"","LAT","LON","ASL","CITY","DOMAIN","LEVEL","NAME","UNIT","AGGREGATION","UTC_OFFSET","Year","Month","Day","Hour","Minute","Temperature...2.m.above.gnd.","Total.Precipitation...sfc.","Wind.Speed...10.m.above.gnd.","Wind.Direction...10.m.above.gnd."
"1","55.2299","11.7609","16.0000","Næstved","NEMS4","2 m above gnd","Temperature","°C","","2",2018,4,14,11,0,10.93,0,19.24,107.42
