"","LAT","LON","ASL","CITY","DOMAIN","LEVEL","NAME","UNIT","AGGREGATION","UTC_OFFSET","Year","Month","Day","Hour","Minute","Temperature...2.m.above.gnd.","Total.Precipitation...sfc.","Wind.Speed...10.m.above.gnd.","Wind.Direction...10.m.above.gnd."
"1","57.4642","9.98229","51.0000","Hjørring","NEMS4","2 m above gnd","Temperature","°C","","2",2018,4,14,11,0,10.24,1.4,17.29,92.39
